,Normal_Samples,Exponential_Samples,Bimodal_Samples
88719,39.02,5.05,27.23
88720,33.46,15.02,27.89
88721,49.84,1.21,34.3
88722,64.08,1.86,98.69
88723,56.66,43.73,25.62
88724,35.09,6.96,31.36
88725,64.08,23.9,26.38
88726,60.27,12.88,31.52
88727,56.51,17.06,98.98
88728,33.35,7.64,28.69
88729,51.9,7.08,38.68
88730,55.33,4.96,30.25
88731,52.7,7.65,34.97
88732,39.45,17.66,34.47
88733,57.88,28.57,114.32
88734,45.26,19.56,48.53
88735,48.86,19.64,32.09
88736,67.87,12.23,36.38
88737,59.05,2.55,16.25
88738,48.98,1.2,22.58
88739,29.18,6.56,40.64
88740,63.25,4.48,27.96
88741,39.44,12.73,108.49
88742,40.3,9.27,14.38
88743,30.84,1.28,32.66
88744,24.01,2.75,111.75
88745,66.64,3.02,30.42
88746,47.43,12.88,20.72
88747,56.79,4.41,20.01
88748,59.13,3.27,28.18
88749,49.78,11.99,31.31
88750,41.74,14.58,25.2
88751,64.43,7.01,29.72
88752,32.6,23.4,27.57
88753,66.2,20.27,36.03
88754,71.26,2.27,27.53
88755,53.96,7.36,33.43
88756,45.72,10.88,16.95
88757,38.47,4.11,43.09
88758,36.75,22.85,44.4
88759,41.24,9.5,26.23
88760,52.95,34.66,84.52
88761,54.69,13.32,21.26
88762,52.35,1.04,111.21
88763,66.96,1.36,20.6
88764,65.5,2.44,40.03
88765,66.25,20.78,37.56
88766,49.33,1.52,33.93
88767,49.39,19.19,25.23
88768,48.58,14.45,30.45
88769,41.81,1.24,39.1
88770,49.91,13.63,35.48
88771,57.1,27.19,29.87
88772,46.45,11.88,93.93
88773,52.98,5.23,35.04
88774,55.31,23.9,33.02
88775,51.89,3.17,31.03
88776,51.15,4.32,7.81
88777,54.76,6.21,114.55
88778,30.08,6.99,85.65
88779,48.57,26.75,108.56
88780,65.84,14.61,34.44
88781,49.59,1.27,20.64
88782,61.56,9.45,106.66
88783,59.47,2.98,26.94
88784,58.18,15.98,36.31
88785,65.4,18.74,114.69
88786,51.45,7.59,25.47
88787,48.55,1.56,36.84
88788,61.79,14.23,18.75
88789,51.89,35.27,34.25
88790,51.82,37.01,32.41
88791,59.01,10.35,22.67
88792,45.62,4.78,23.07
88793,66.26,1.12,34.82
88794,46.12,4.17,97.08
88795,45.69,2.04,29.0
88796,65.95,4.67,31.23
88797,46.95,11.73,4.81
88798,56.42,16.57,106.02
88799,34.65,14.08,14.38
88800,37.2,19.0,32.12
88801,47.23,5.35,98.25
88802,41.94,2.83,36.38
88803,45.25,4.97,35.73
88804,57.65,1.66,16.74
88805,56.75,19.9,43.24
88806,71.11,7.7,100.78
88807,42.61,6.11,36.53
88808,47.88,3.86,30.37
88809,51.88,18.06,39.74
88810,51.3,25.6,24.87
88811,57.0,16.42,26.16
88812,60.35,22.16,29.28
88813,57.16,5.46,29.42
88814,30.54,16.55,96.44
88815,57.58,10.84,25.21
88816,59.43,7.03,31.21
88817,55.18,6.37,33.75
88818,42.76,4.81,23.85
88819,29.68,16.47,36.34
88820,54.15,4.65,96.29
88821,35.85,5.18,98.49
88822,46.3,12.97,38.84
88823,46.69,20.35,20.65
88824,36.98,28.71,15.54
88825,57.65,3.08,32.71
88826,57.21,1.85,19.39
88827,45.16,2.61,23.96
88828,61.36,25.57,38.51
88829,44.52,39.43,48.6
88830,52.61,20.77,34.22
88831,55.73,2.37,12.72
88832,54.5,29.37,39.89
88833,62.35,3.42,24.87
88834,50.69,9.78,22.71
88835,49.23,18.03,40.65
88836,58.55,9.09,26.33
88837,77.18,28.61,36.22
88838,48.36,11.88,52.13
88839,67.4,2.05,27.14
88840,48.61,2.76,29.2
88841,61.55,14.75,37.6
88842,48.22,26.43,32.48
88843,59.94,4.65,29.65
88844,54.86,21.7,25.49
88845,67.96,5.23,13.2
88846,51.73,19.79,35.38
88847,54.82,7.18,23.43
88848,32.61,3.24,31.87
88849,51.06,7.09,44.33
88850,60.37,3.19,48.15
88851,37.02,13.71,18.52
88852,49.97,10.83,112.9
88853,40.56,6.68,83.85
88854,47.98,34.25,18.55
88855,43.87,8.13,42.44
88856,43.83,2.58,32.45
88857,45.84,11.01,34.8
88858,43.79,7.79,37.53
88859,41.68,12.28,31.73
88860,54.96,11.89,38.91
88861,44.53,24.91,26.17
88862,44.18,8.32,32.7
88863,33.21,3.04,23.88
88864,69.12,14.46,40.09
88865,50.58,1.79,22.0
88866,64.52,3.11,25.16
88867,47.59,2.95,41.13
88868,49.87,9.1,25.79
88869,56.13,2.23,40.4
88870,38.95,9.24,39.1
88871,33.81,2.03,40.54
88872,56.83,12.19,25.36
88873,70.31,19.73,40.02
88874,29.18,4.27,22.99
88875,69.06,8.8,9.27
88876,48.53,1.2,18.88
88877,59.73,10.28,19.15
88878,46.06,28.47,21.36
88879,51.61,4.97,38.18
88880,58.62,13.82,41.04
88881,40.95,10.4,36.99
88882,56.84,10.18,31.03
88883,45.58,2.04,33.03
88884,42.28,20.63,28.69
88885,41.82,1.0,22.38
88886,58.37,5.54,30.18
88887,61.57,12.56,25.86
88888,46.82,7.46,21.73
88889,52.72,13.74,31.35
88890,66.45,2.13,37.58
88891,32.1,2.68,43.3
88892,33.75,2.75,23.28
88893,36.93,27.45,33.25
88894,57.92,38.19,28.33
88895,42.24,12.32,27.59
88896,61.53,3.36,33.48
88897,57.01,2.72,23.9
88898,51.61,34.89,27.62
88899,61.0,2.37,26.14
88900,56.06,2.6,40.45
88901,61.24,10.73,42.25
88902,26.69,7.94,31.46
88903,53.32,1.09,22.27
88904,50.23,35.68,23.57
88905,65.45,28.43,36.49
88906,45.99,6.08,30.42
88907,50.23,2.74,27.62
88908,39.89,8.05,31.09
88909,53.98,4.72,14.38
88910,47.15,17.25,25.23
88911,54.15,1.91,29.73
88912,48.46,3.27,37.37
88913,34.04,8.56,39.03
88914,41.87,24.05,31.9
88915,48.38,7.29,30.52
88916,54.33,5.5,29.52
88917,51.74,14.83,32.59
88918,41.82,16.2,50.07
88919,41.28,7.63,110.93
88920,56.18,2.51,39.73
88921,57.0,37.14,35.36
88922,44.28,8.67,24.87
88923,34.64,1.35,43.37
88924,57.94,5.34,36.6
88925,57.28,8.11,41.49
88926,42.32,15.33,25.48
88927,70.77,3.93,32.35
88928,42.2,24.77,30.41
88929,53.7,3.9,21.48
88930,55.51,4.65,25.11
88931,48.0,3.49,26.19
88932,42.4,45.73,30.67
88933,46.91,4.86,28.53
88934,40.59,15.94,25.81
88935,59.95,2.08,16.25
88936,22.81,7.34,26.08
88937,67.56,17.97,91.78
88938,32.35,15.91,28.46
88939,50.27,10.95,28.82
88940,29.3,2.48,24.04
88941,48.23,1.38,34.63
88942,64.54,1.94,35.38
88943,39.98,7.22,27.33
88944,56.85,3.97,27.52
88945,50.01,13.92,28.2
88946,59.81,5.31,37.43
88947,54.26,1.17,19.27
88948,70.0,7.19,89.88
88949,31.72,4.12,40.98
88950,50.26,5.4,29.08
88951,48.88,13.26,32.08
88952,55.37,12.34,24.39
88953,30.67,36.85,32.07
88954,44.82,7.64,29.62
88955,55.78,7.2,30.88
88956,53.92,12.64,38.51
88957,49.85,2.22,40.5
88958,46.92,21.32,27.42
88959,54.87,27.41,35.67
88960,61.94,8.5,23.15
88961,49.64,1.81,20.5
88962,50.61,6.4,84.11
88963,50.27,2.52,35.44
88964,43.36,9.18,36.19
88965,59.05,9.95,14.1
88966,53.23,2.47,32.8
88967,53.08,7.46,29.55
88968,51.88,11.05,22.54
88969,65.58,12.64,27.51
88970,44.18,6.86,37.6
88971,36.81,8.7,101.52
88972,33.7,7.26,86.45
88973,40.6,6.52,26.42
88974,29.04,8.03,18.66
88975,55.06,2.2,46.78
88976,72.78,14.09,17.5
88977,63.9,3.26,37.89
88978,54.02,7.32,34.68
88979,44.55,19.09,94.57
88980,62.88,7.88,36.79
88981,46.37,21.39,22.92
88982,63.08,3.6,36.49
88983,55.86,8.77,22.4
88984,49.58,16.63,28.53
88985,56.55,3.08,34.15
88986,55.51,19.05,96.67
88987,32.04,1.69,27.87
88988,50.01,3.12,21.34
88989,52.1,11.45,24.23
88990,52.15,6.69,28.78
88991,33.43,9.72,33.69
88992,44.81,5.66,34.27
88993,50.9,1.13,30.7
88994,53.08,8.48,28.63
88995,58.5,7.18,26.57
88996,55.59,15.9,27.64
88997,72.34,7.24,37.16
88998,48.28,23.91,32.67
88999,68.17,9.63,36.32
89000,50.52,4.63,34.67
89001,41.99,15.14,20.6
89002,47.21,15.15,34.76
89003,53.09,3.5,94.61
89004,55.61,5.28,22.05
89005,58.07,2.13,98.68
89006,66.66,19.97,29.6
89007,54.64,6.86,17.32
89008,53.2,31.3,18.89
89009,63.79,31.25,20.05
89010,53.9,3.38,25.9
89011,51.42,2.01,20.32
89012,43.77,7.78,18.08
89013,57.67,10.62,23.14
89014,77.32,12.71,16.37
89015,60.06,5.51,28.23
89016,28.56,5.23,31.17
89017,46.68,13.97,32.6
89018,46.53,14.33,43.48
89019,50.25,6.46,19.82
89020,45.55,1.85,36.79
89021,47.89,8.96,35.38
89022,46.59,5.66,100.82
89023,43.89,6.81,39.41
89024,43.94,6.75,41.31
89025,40.45,7.76,19.09
89026,51.96,1.32,31.03
89027,35.43,54.58,50.62
89028,42.98,6.72,27.51
89029,46.35,4.09,39.65
89030,53.99,4.38,110.38
89031,43.93,2.6,26.15
89032,52.61,4.61,40.63
89033,53.77,3.28,36.66
89034,62.8,3.52,35.13
89035,71.83,18.39,80.22
89036,56.95,4.58,34.76
89037,52.6,3.94,35.68
89038,62.45,22.82,34.28
89039,43.82,6.86,49.68
89040,58.77,17.69,17.67
89041,55.19,15.71,88.75
89042,53.31,4.58,27.02
89043,49.86,10.38,94.67
89044,37.31,5.28,104.47
89045,56.81,1.64,29.77
89046,58.76,3.58,27.33
89047,62.46,13.63,100.89
89048,48.55,14.59,39.24
89049,55.89,1.19,32.61
89050,52.01,3.74,33.17
89051,44.92,6.35,28.52
89052,37.66,4.89,20.36
89053,32.13,2.8,30.56
89054,42.89,4.76,35.69
89055,67.05,36.12,17.12
89056,38.76,21.2,29.85
89057,48.87,8.53,27.32
89058,54.47,10.43,30.06
89059,49.24,4.39,16.49
89060,37.57,2.67,41.91
89061,46.94,14.56,30.26
89062,68.17,15.43,25.41
89063,26.44,18.37,28.5
89064,60.17,14.17,26.82
89065,51.97,3.61,80.11
89066,74.81,31.43,32.15
89067,55.39,6.09,45.54
89068,56.33,5.95,44.07
89069,67.1,10.67,20.87
89070,60.88,41.51,25.74
89071,58.86,25.72,32.32
89072,61.63,4.83,106.95
89073,51.85,14.03,24.17
89074,52.56,9.42,104.57
89075,55.24,16.4,36.37
89076,36.16,1.9,35.11
89077,39.68,9.38,24.75
89078,52.04,6.37,24.38
89079,41.45,1.27,29.37
89080,49.78,23.47,29.02
89081,56.74,6.89,32.68
89082,54.58,3.71,36.02
89083,59.65,14.35,35.76
89084,64.46,12.09,27.93
89085,62.06,7.97,30.28
89086,52.92,8.64,107.13
89087,49.97,1.91,24.86
89088,38.98,4.55,20.88
89089,41.58,19.15,29.01
89090,49.55,2.76,18.49
89091,41.3,2.29,40.38
89092,64.9,8.94,25.82
89093,49.78,11.47,43.13
89094,47.77,7.1,28.65
89095,27.08,4.68,27.85
89096,47.89,8.53,31.95
89097,49.08,17.65,41.59
89098,47.54,3.72,25.07
89099,42.65,5.92,103.62
89100,47.99,15.98,89.68
89101,64.08,13.43,28.27
89102,39.46,12.79,34.48
89103,65.03,10.96,24.08
89104,57.47,7.62,42.63
89105,59.47,5.09,32.94
89106,43.82,23.24,24.37
89107,51.46,5.04,11.76
89108,35.76,9.55,48.93
89109,46.54,9.69,34.92
89110,65.79,13.53,47.06
89111,53.12,10.55,31.76
89112,51.85,15.71,41.89
89113,42.22,1.09,51.07
89114,46.9,19.11,28.44
89115,42.59,11.17,19.49
89116,35.53,8.22,24.68
89117,73.79,2.54,31.81
89118,34.79,5.51,88.93
89119,58.9,6.4,26.37
89120,54.66,4.86,80.26
89121,45.95,6.83,21.72
89122,35.49,9.07,44.82
89123,60.27,3.38,13.17
89124,52.56,1.37,21.48
89125,39.94,8.4,34.81
89126,54.93,10.01,26.71
89127,47.2,12.62,23.03
89128,52.74,7.49,22.14
89129,53.75,46.19,25.31
89130,45.61,12.72,21.48
89131,54.22,20.12,32.64
89132,52.88,19.53,41.14
89133,38.77,8.38,33.77
89134,58.53,7.77,106.0
89135,32.9,3.81,34.32
89136,45.54,14.35,20.14
89137,49.3,7.69,22.04
89138,62.99,3.75,33.67
89139,57.14,2.2,28.18
89140,46.69,8.63,27.88
89141,64.86,2.35,30.6
89142,56.78,7.13,25.69
89143,57.03,5.54,17.29
89144,35.71,4.32,31.9
89145,46.45,17.55,29.98
89146,52.76,6.36,109.71
89147,54.91,14.87,18.0
89148,48.56,1.19,24.98
89149,64.58,6.67,31.47
89150,51.31,3.77,84.23
89151,49.47,4.47,32.28
89152,48.51,11.25,29.22
89153,53.03,9.2,21.44
89154,46.53,5.48,28.56
89155,45.2,2.97,25.7
89156,61.62,15.6,49.81
89157,54.95,3.83,34.31
89158,50.08,16.66,50.82
89159,50.8,7.81,35.31
89160,33.18,2.89,5.19
89161,47.47,17.46,23.13
89162,45.91,5.93,18.23
89163,43.08,10.33,26.21
89164,43.92,10.39,23.07
89165,53.53,27.98,16.13
89166,61.98,3.6,32.23
89167,41.29,37.66,26.97
89168,62.32,8.18,27.17
89169,63.33,13.54,27.73
89170,49.35,1.03,12.83
89171,45.43,4.72,27.75
89172,57.71,8.16,31.39
89173,47.13,8.27,39.59
89174,65.34,42.59,41.5
89175,51.0,43.94,32.83
89176,46.93,4.05,37.78
89177,53.36,1.18,33.47
89178,38.28,9.19,19.53
89179,45.75,1.65,25.63
89180,49.59,6.83,20.55
89181,57.09,60.02,36.01
89182,56.52,4.76,24.36
89183,59.57,3.77,39.16
89184,62.66,26.8,94.28
89185,50.38,19.37,11.61
89186,37.53,4.64,38.46
89187,52.3,5.51,30.53
89188,38.41,3.09,107.8
89189,53.39,3.39,97.62
89190,61.4,23.17,25.91
89191,45.64,7.64,41.95
89192,46.56,11.8,24.26
89193,49.04,6.26,101.64
89194,50.35,3.05,92.85
89195,21.3,25.87,95.87
89196,48.41,3.57,32.32
89197,59.41,37.69,26.08
89198,65.89,16.04,36.71
89199,45.56,3.06,32.1
89200,55.89,7.14,18.78
89201,42.69,4.87,32.86
89202,44.06,7.65,43.62
89203,42.0,11.12,29.1
89204,42.3,5.83,28.52
89205,47.16,1.44,37.67
89206,43.52,1.43,26.76
89207,56.58,11.67,90.88
89208,51.57,2.2,29.59
89209,45.96,6.83,102.81
89210,38.87,15.29,40.29
89211,61.29,1.12,31.69
89212,41.0,9.08,19.07
89213,43.43,25.02,47.3
89214,50.84,21.63,22.56
89215,46.27,7.69,28.63
89216,56.34,8.95,30.22
89217,44.83,12.81,36.26
89218,47.52,12.67,15.42
89219,51.63,6.72,24.85
89220,50.12,1.61,28.56
89221,48.41,7.66,96.64
89222,37.23,9.4,21.01
89223,56.58,17.29,25.85
89224,51.88,11.67,22.8
89225,39.02,7.78,41.96
89226,61.77,2.71,35.63
89227,48.35,20.84,25.62
89228,50.11,8.42,20.89
89229,56.43,8.41,34.85
89230,48.18,3.85,35.07
89231,41.86,9.42,27.79
89232,43.89,18.75,29.89
89233,50.21,24.58,21.37
89234,47.0,15.53,38.08
89235,62.37,10.96,16.03
89236,30.56,16.62,40.11
89237,64.51,2.28,27.19
89238,58.97,21.04,43.97
89239,36.74,3.65,29.58
89240,67.2,3.94,23.97
89241,48.66,4.22,34.03
89242,40.13,25.05,31.19
89243,39.73,21.64,40.26
89244,44.75,13.77,42.22
89245,33.01,1.2,19.76
89246,17.04,10.28,24.42
89247,47.21,14.64,33.63
89248,64.02,7.41,34.72
89249,49.5,7.65,35.7
89250,31.82,35.35,44.97
89251,43.0,6.17,26.04
89252,58.3,3.88,28.66
89253,65.66,2.07,34.24
89254,34.42,30.22,37.03
89255,41.86,12.67,26.72
89256,62.77,28.85,26.89
89257,59.25,5.71,27.63
89258,30.27,7.34,32.12
89259,44.62,24.14,32.31
89260,41.38,5.93,29.38
89261,53.76,1.55,35.16
89262,37.01,21.24,25.66
89263,44.15,3.46,97.3
89264,62.06,22.57,34.8
89265,63.7,2.63,46.65
89266,65.74,11.05,42.87
89267,57.3,6.58,34.41
89268,51.96,3.2,31.71
89269,58.91,19.12,40.09
89270,48.15,5.21,33.78
89271,69.35,4.88,24.93
89272,56.82,20.79,30.7
89273,64.61,20.07,50.73
89274,49.42,31.31,31.64
89275,32.83,15.1,32.71
89276,55.14,2.74,30.27
89277,51.27,12.42,43.76
89278,60.26,3.04,35.95
89279,51.82,9.06,25.83
89280,48.41,3.25,37.95
89281,44.72,6.02,21.5
89282,24.21,10.68,25.94
89283,50.29,2.94,41.53
89284,52.63,42.07,45.67
89285,76.3,5.29,17.52
89286,38.29,5.53,29.76
89287,41.54,2.9,28.14
89288,44.78,25.6,22.08
89289,43.5,3.08,23.44
89290,47.56,3.18,36.14
89291,57.58,12.97,21.35
89292,58.44,12.07,26.88
89293,41.32,4.31,33.43
89294,17.3,21.3,30.82
89295,48.04,3.16,27.44
89296,35.42,7.74,12.9
89297,67.53,2.24,30.7
89298,32.76,9.21,39.07
89299,51.69,4.11,34.68
89300,45.01,6.15,30.9
89301,55.81,22.33,21.64
89302,59.6,2.32,29.79
89303,46.29,7.05,36.76
89304,61.11,7.08,31.7
89305,34.45,13.99,31.36
89306,49.52,26.01,42.16
89307,36.24,22.09,34.98
89308,59.43,1.52,106.8
89309,45.77,3.15,27.38
89310,45.23,7.33,33.53
89311,34.07,8.68,38.09
89312,58.55,7.76,97.69
89313,41.53,1.88,30.95
89314,57.0,2.5,31.16
89315,73.95,5.18,36.03
89316,44.47,14.31,41.54
89317,41.69,12.49,35.7
89318,65.17,37.58,31.02
89319,34.59,1.69,33.15
89320,58.9,5.78,23.74
89321,45.01,5.85,33.3
89322,43.37,1.27,27.35
89323,77.57,5.82,35.83
89324,50.69,5.91,35.1
89325,47.44,2.5,23.09
89326,44.24,22.85,22.84
89327,72.47,12.24,36.58
89328,46.28,7.72,34.35
89329,65.75,19.24,22.04
89330,53.21,7.46,30.73
89331,61.13,4.2,97.47
89332,60.07,18.2,113.01
89333,55.34,16.89,20.77
89334,41.96,2.46,28.39
89335,55.86,7.98,41.5
89336,52.55,4.35,27.75
89337,42.55,1.86,24.05
89338,48.0,4.73,24.13
89339,52.78,6.09,13.2
89340,50.51,3.36,29.53
89341,49.02,9.11,32.8
89342,42.53,13.69,27.13
89343,61.65,15.37,36.52
89344,32.12,16.41,25.89
89345,48.33,14.32,15.82
89346,30.78,7.61,15.21
89347,33.66,6.64,43.41
89348,35.61,1.62,42.4
89349,59.19,3.78,29.19
89350,37.25,17.6,34.78
89351,27.53,2.15,25.32
89352,43.23,7.7,22.98
89353,52.94,2.03,26.98
89354,64.23,2.13,19.19
89355,53.61,42.82,34.56
89356,34.17,13.45,37.05
89357,48.82,4.25,38.71
89358,38.54,18.49,30.76
89359,67.3,6.6,47.05
89360,48.08,13.88,15.67
89361,58.11,2.03,28.15
89362,51.76,8.31,87.59
89363,33.05,3.28,107.09
89364,64.78,2.21,16.98
89365,44.88,33.01,36.49
89366,35.27,2.75,44.13
89367,67.76,10.47,7.23
89368,61.54,1.57,35.14
89369,37.2,11.51,28.81
89370,49.79,14.26,29.24
89371,30.79,5.84,27.13
89372,48.13,8.67,33.43
89373,56.5,3.81,26.69
89374,58.25,8.27,27.79
89375,48.58,10.31,82.97
89376,70.35,32.48,107.88
89377,41.17,6.02,28.89
89378,52.03,5.04,35.57
89379,41.17,11.43,35.55
89380,45.88,6.24,22.81
89381,47.78,4.56,29.76
89382,45.99,10.74,36.75
89383,42.88,6.72,31.44
89384,40.16,15.62,27.89
89385,52.16,31.1,113.3
89386,35.15,7.93,45.64
89387,44.38,5.87,28.85
89388,57.42,1.07,30.49
89389,54.77,17.81,19.48
89390,48.45,1.13,26.58
89391,50.21,28.8,19.2
89392,58.69,9.87,30.73
89393,56.63,1.9,30.79
89394,54.42,5.77,23.11
89395,35.66,2.15,34.29
89396,40.94,1.34,27.41
89397,37.77,8.83,18.32
89398,58.24,2.76,29.32
89399,83.57,9.47,105.18
89400,56.08,7.82,24.52
89401,61.1,11.5,27.32
89402,31.92,10.31,24.72
89403,46.21,18.91,41.02
89404,47.57,19.12,37.13
89405,56.79,7.76,119.52
89406,50.24,4.33,25.71
89407,31.52,11.21,34.19
89408,47.91,2.05,38.42
89409,43.39,4.07,29.11
89410,37.14,1.63,32.28
89411,37.36,2.51,27.95
89412,50.7,10.67,34.2
89413,61.89,4.65,27.55
89414,40.68,34.44,96.59
89415,45.34,4.67,24.79
89416,49.94,30.04,36.8
89417,50.05,14.63,18.15
89418,63.95,7.17,25.98
89419,50.0,7.82,98.08
89420,43.02,7.39,17.62
89421,60.47,13.45,17.9
89422,48.77,21.96,28.16
89423,50.12,2.74,25.06
89424,34.86,3.31,28.23
89425,61.06,9.25,22.05
89426,59.2,2.48,40.47
89427,32.18,2.43,21.0
89428,47.3,11.91,26.91
89429,54.65,11.47,17.5
89430,51.34,1.98,26.36
89431,69.37,9.39,22.03
89432,41.6,14.93,23.07
89433,55.51,10.56,31.72
89434,54.42,10.11,28.62
89435,55.92,1.87,23.12
89436,32.99,4.54,22.2
89437,42.29,2.58,28.96
89438,58.85,3.51,36.37
89439,50.57,1.44,19.55
89440,40.85,8.14,34.33
89441,50.18,9.11,26.24
89442,67.83,32.93,25.65
89443,59.46,4.95,38.03
89444,39.76,2.29,26.95
89445,57.41,6.65,32.03
89446,41.76,21.21,36.49
89447,44.52,27.65,23.0
89448,52.12,24.37,21.41
89449,37.08,6.28,40.78
89450,33.42,2.03,29.49
89451,46.94,5.32,36.14
89452,69.13,11.49,103.68
89453,36.18,1.79,32.6
89454,70.52,6.22,105.71
89455,58.56,7.8,107.97
89456,49.21,21.96,21.25
89457,47.85,2.76,110.94
89458,63.76,12.26,94.66
89459,64.29,4.02,27.9
89460,49.99,4.38,25.91
89461,47.88,6.8,16.56
89462,54.23,7.44,37.5
89463,61.75,15.84,21.27
89464,46.79,34.86,32.01
89465,36.43,1.0,30.45
89466,51.83,27.56,25.93
89467,76.98,7.65,88.84
89468,54.9,2.46,38.38
89469,27.42,6.35,39.47
89470,50.38,31.34,41.19
89471,40.19,1.29,34.64
89472,45.43,9.38,27.98
89473,54.33,17.06,92.4
89474,65.72,33.07,27.77
89475,53.6,11.76,102.99
89476,41.99,3.71,34.08
89477,54.69,1.14,36.19
89478,47.18,3.49,37.9
89479,46.91,1.08,107.4
89480,57.29,2.14,31.73
89481,48.04,5.18,32.28
89482,48.48,20.25,23.41
89483,72.71,23.11,32.4
89484,49.28,12.69,23.8
89485,72.15,4.84,17.46
89486,63.62,2.57,35.56
89487,45.92,11.62,34.43
89488,70.22,1.29,118.66
89489,56.01,14.94,33.74
89490,67.9,7.63,34.78
89491,35.93,3.91,29.08
89492,51.8,2.03,26.13
89493,45.3,32.75,19.88
89494,48.22,3.23,30.97
89495,46.38,9.92,47.14
89496,48.37,11.85,25.47
89497,47.48,11.51,27.2
89498,52.24,6.51,22.55
89499,62.52,1.51,16.33
89500,47.18,5.13,27.71
89501,43.92,4.15,33.9
89502,32.17,4.22,12.43
89503,49.08,12.83,38.4
89504,33.05,5.48,19.76
89505,51.7,2.49,22.65
89506,43.44,15.62,35.62
89507,42.79,1.34,35.94
89508,36.39,2.54,21.32
89509,43.16,11.48,20.39
89510,49.64,9.09,32.31
89511,51.63,9.47,38.0
89512,48.36,4.53,19.07
89513,52.76,8.92,50.47
89514,48.92,4.21,27.01
89515,54.3,3.63,42.7
89516,71.56,6.89,47.17
89517,64.07,11.26,27.04
89518,52.73,1.72,17.66
89519,54.08,6.85,48.7
89520,39.96,7.82,34.71
89521,60.99,13.38,15.38
89522,41.45,5.55,29.28
89523,66.34,4.74,32.89
89524,80.27,6.23,18.26
89525,42.39,7.09,39.33
89526,73.44,4.21,30.22
89527,43.89,1.21,31.66
89528,41.37,1.17,42.36
89529,62.7,18.48,35.59
89530,37.71,13.97,19.36
89531,45.6,2.29,25.26
89532,68.5,30.24,104.56
89533,45.98,6.67,29.15
89534,55.13,16.04,104.81
89535,61.2,3.64,27.69
89536,52.47,3.46,27.01
89537,53.88,7.59,38.39
89538,49.61,25.51,17.51
89539,54.79,31.18,15.97
89540,48.2,18.62,41.0
89541,58.52,1.3,11.9
89542,37.85,1.6,41.12
89543,58.91,4.59,33.45
89544,39.44,4.71,30.14
89545,51.41,39.92,24.08
89546,48.12,4.63,32.6
89547,52.26,4.26,28.46
89548,51.43,5.44,25.72
89549,48.57,8.28,28.16
89550,32.48,3.34,37.21
89551,53.76,28.71,27.59
89552,63.34,15.64,33.48
89553,21.68,6.75,22.56
89554,62.36,22.27,30.03
89555,55.28,3.43,19.32
89556,58.48,23.95,27.74
89557,46.33,9.4,33.57
89558,59.4,15.82,33.49
89559,46.59,1.88,32.52
89560,52.32,5.88,93.66
89561,56.61,1.8,29.32
89562,72.93,10.21,29.98
89563,57.0,3.87,29.44
89564,40.68,4.36,28.18
89565,44.57,8.29,40.04
89566,47.05,6.41,14.64
89567,76.88,1.56,36.02
89568,61.57,2.32,34.49
89569,40.74,3.76,101.8
89570,62.45,18.48,42.29
89571,59.57,17.96,40.25
89572,45.26,11.12,27.19
89573,63.04,11.81,27.62
89574,35.37,2.94,29.94
89575,45.76,3.61,26.2
89576,41.03,1.39,32.3
89577,38.89,7.44,88.9
89578,41.66,19.62,22.31
89579,47.29,1.26,30.5
89580,51.59,10.68,32.65
89581,48.38,7.48,29.66
89582,41.04,12.33,20.87
89583,42.79,1.13,22.78
89584,63.01,27.54,23.98
89585,59.36,5.06,29.25
89586,52.59,18.32,28.8
89587,45.97,25.71,28.54
89588,41.36,2.38,39.68
89589,45.04,30.41,28.88
89590,45.45,1.68,24.21
89591,53.58,9.53,22.29
89592,48.09,4.82,21.35
89593,50.44,2.81,28.53
89594,65.29,23.1,23.55
89595,66.33,4.62,36.76
89596,44.96,3.91,22.75
89597,52.38,70.84,34.75
89598,52.93,6.51,100.29
89599,48.42,11.43,47.0
89600,46.06,22.88,95.03
89601,52.0,6.52,23.07
89602,51.16,1.31,26.9
89603,37.99,8.65,24.03
89604,53.32,3.98,21.09
89605,45.65,27.95,99.47
89606,56.85,13.84,108.95
89607,39.48,3.02,50.49
89608,40.05,13.87,89.71
89609,48.74,1.78,20.86
89610,55.03,2.03,20.22
89611,45.21,5.2,18.05
89612,37.8,1.93,34.63
89613,43.18,12.01,22.55
89614,44.35,8.13,21.92
89615,52.29,15.22,25.33
89616,41.96,5.6,35.5
89617,57.95,3.65,18.31
89618,55.07,6.21,35.75
89619,61.22,7.72,32.26
89620,49.67,21.21,21.93
89621,33.4,3.13,22.22
89622,49.93,23.85,39.42
89623,52.16,3.81,90.49
89624,46.1,6.1,31.65
89625,48.78,18.51,40.78
89626,54.68,11.27,25.65
89627,27.81,6.26,22.53
89628,38.89,32.99,26.29
89629,38.59,14.42,27.94
89630,61.38,23.86,99.84
89631,53.12,14.91,35.79
89632,41.19,19.28,29.34
89633,56.99,5.51,31.91
89634,58.3,1.74,32.77
89635,52.77,8.74,85.73
89636,60.75,4.7,39.39
89637,65.36,3.98,28.52
89638,50.11,2.8,24.1
89639,53.14,18.34,120.96
89640,39.92,31.93,33.41
89641,60.55,4.97,35.06
89642,49.93,9.4,38.98
89643,56.46,2.42,27.1
89644,56.24,1.15,20.06
89645,54.89,26.58,110.96
89646,38.88,1.53,21.78
89647,51.27,10.0,42.76
89648,52.85,21.76,92.08
89649,44.95,14.37,27.15
