,Normal_Samples,Exponential_Samples,Bimodal_Samples
70095,50.37,4.3,17.38
70096,57.84,17.65,33.12
70097,52.63,33.12,30.7
70098,73.11,3.77,26.0
70099,45.15,3.85,86.42
70100,51.77,3.94,31.15
70101,51.76,4.91,28.71
70102,55.26,8.01,22.6
70103,42.3,4.45,28.65
70104,51.87,4.39,101.71
70105,41.13,3.38,29.96
70106,51.78,5.11,39.08
70107,64.76,6.8,29.85
70108,63.79,13.92,20.96
70109,40.75,45.27,20.84
70110,44.86,14.63,17.98
70111,45.74,14.35,33.23
70112,52.1,4.92,33.67
70113,45.53,15.94,38.62
70114,38.17,11.21,23.5
70115,67.81,11.75,32.54
70116,46.2,39.18,19.21
70117,42.52,12.37,18.03
70118,58.79,1.8,33.58
70119,52.07,6.14,24.94
70120,46.94,15.52,35.89
70121,49.8,29.49,36.5
70122,44.94,9.97,18.5
70123,55.46,8.22,32.36
70124,48.41,7.61,30.18
70125,53.77,7.84,23.27
70126,51.47,14.86,36.91
70127,58.13,13.14,30.35
70128,39.41,1.94,26.33
70129,46.76,9.2,35.34
70130,55.56,21.98,29.76
70131,43.52,10.95,36.18
70132,39.79,14.55,42.25
70133,28.9,7.38,22.27
70134,55.12,4.5,25.11
70135,43.99,2.68,15.75
70136,39.88,6.5,38.95
70137,47.12,14.99,28.07
70138,59.68,5.12,41.6
70139,47.88,12.74,35.85
70140,49.98,16.44,31.66
70141,48.12,10.19,32.17
70142,37.45,8.38,29.37
70143,50.38,5.41,30.82
70144,59.78,2.58,22.12
70145,53.66,4.25,83.67
70146,46.11,7.81,26.44
70147,57.19,9.93,14.88
70148,35.13,3.47,14.66
70149,30.94,12.56,27.21
70150,31.96,1.54,24.56
70151,50.07,1.59,28.92
70152,46.26,9.44,47.12
70153,51.21,2.17,23.53
70154,57.12,1.46,29.26
70155,65.26,7.65,26.02
70156,55.12,1.39,36.54
70157,31.81,5.07,36.79
70158,41.01,4.38,12.4
70159,37.49,1.43,38.14
70160,49.78,2.91,17.94
70161,37.88,5.43,23.33
70162,46.37,14.42,26.09
70163,55.68,2.66,26.29
70164,52.87,4.46,23.83
70165,43.64,10.03,25.04
70166,37.28,7.19,15.94
70167,58.73,7.41,40.43
70168,50.58,22.47,37.91
70169,56.58,9.25,37.56
70170,53.25,1.95,25.29
70171,47.77,17.1,23.93
70172,69.42,12.16,28.87
70173,43.05,5.53,42.47
70174,55.87,25.65,22.48
70175,37.24,13.25,23.57
70176,39.88,13.24,24.15
70177,52.13,12.47,31.05
70178,43.15,2.36,34.84
70179,54.62,27.59,27.97
70180,42.82,1.83,23.13
70181,43.94,1.63,34.09
70182,47.83,3.26,26.44
70183,59.84,12.77,32.22
70184,47.38,6.03,35.75
70185,50.51,19.66,33.9
70186,35.16,58.58,40.29
70187,48.82,2.62,102.58
70188,61.47,23.34,32.35
70189,40.37,5.93,36.32
70190,47.98,3.37,27.73
70191,54.17,12.47,15.65
70192,32.5,5.72,32.73
70193,50.8,3.36,20.4
70194,36.48,48.04,42.37
70195,54.62,24.73,32.46
70196,48.69,15.1,33.35
70197,46.17,11.49,27.65
70198,42.46,49.72,23.57
70199,62.63,2.45,114.66
70200,60.97,7.89,25.88
70201,40.07,20.16,13.75
70202,57.29,19.55,85.93
70203,41.15,5.2,83.88
70204,45.61,7.09,20.05
70205,41.2,14.98,28.1
70206,47.8,32.6,120.94
70207,61.18,3.84,21.75
70208,56.02,5.86,27.28
70209,47.98,8.24,21.27
70210,37.4,3.42,37.62
70211,34.9,5.67,25.24
70212,52.28,11.14,32.38
70213,62.52,2.93,26.37
70214,53.0,14.05,24.59
70215,50.43,5.29,30.98
70216,44.25,4.94,28.87
70217,50.06,10.97,20.62
70218,45.39,3.06,11.45
70219,66.57,1.92,53.6
70220,41.67,3.11,23.45
70221,50.28,15.28,35.35
70222,32.03,19.09,32.7
70223,51.13,7.06,28.35
70224,53.36,4.28,30.9
70225,59.04,1.52,16.22
70226,51.26,13.1,34.81
70227,58.92,15.37,31.31
70228,32.35,9.22,28.54
70229,36.34,7.68,20.16
70230,49.04,3.13,36.9
70231,35.52,1.17,31.63
70232,52.87,7.35,20.72
70233,34.49,3.57,34.89
70234,50.59,7.1,31.6
70235,43.32,29.31,25.07
70236,26.46,2.49,37.72
70237,54.49,17.4,32.78
70238,52.37,7.11,48.46
70239,50.64,6.45,17.1
70240,46.56,2.74,27.94
70241,63.08,7.54,21.33
70242,44.64,7.05,31.49
70243,67.96,5.31,16.64
70244,61.12,40.72,17.06
70245,34.9,1.35,33.83
70246,43.08,6.42,31.32
70247,61.64,3.77,36.79
70248,41.87,3.4,30.19
70249,59.47,12.82,35.69
70250,56.4,2.39,29.39
70251,35.27,11.16,18.27
70252,55.46,2.05,19.71
70253,49.55,5.55,35.7
70254,42.11,14.17,88.6
70255,35.34,6.88,33.75
70256,54.17,2.52,33.21
70257,51.9,9.21,40.22
70258,35.43,6.16,113.98
70259,45.65,10.06,35.68
70260,49.64,3.72,46.39
70261,37.79,38.21,24.83
70262,37.21,4.66,30.63
70263,35.37,27.75,42.25
70264,48.96,6.88,24.5
70265,45.39,2.63,27.02
70266,62.36,2.28,33.25
70267,57.62,6.91,116.53
70268,31.99,4.99,33.39
70269,41.94,43.31,31.17
70270,41.9,11.15,16.45
70271,43.46,18.3,27.13
70272,41.17,1.11,41.0
70273,32.43,2.69,44.29
70274,62.1,10.68,31.24
70275,44.76,4.89,34.93
70276,65.11,1.06,30.06
70277,28.98,1.48,37.14
70278,56.78,5.33,36.42
70279,46.28,2.65,37.01
70280,49.46,4.22,41.94
70281,57.03,16.46,8.34
70282,38.31,3.36,26.03
70283,71.26,3.23,31.21
70284,45.39,6.85,35.43
70285,51.79,16.9,19.07
70286,51.14,13.93,20.42
70287,45.24,6.87,32.59
70288,74.77,22.51,42.08
70289,72.79,3.19,21.65
70290,53.65,17.89,28.51
70291,57.78,16.78,104.82
70292,66.44,3.07,37.24
70293,52.82,3.66,34.38
70294,50.98,6.73,40.7
70295,53.27,8.15,9.45
70296,66.26,1.07,34.24
70297,59.63,3.7,22.68
70298,61.78,2.38,19.89
70299,54.84,1.59,38.86
70300,54.84,2.79,21.58
70301,56.75,44.3,25.19
70302,40.34,1.89,40.79
70303,38.92,2.06,24.22
70304,60.13,11.61,30.66
70305,48.08,21.26,25.2
70306,45.45,3.52,22.84
70307,49.77,7.33,31.34
70308,50.58,14.66,33.3
70309,78.02,30.38,24.09
70310,46.08,34.03,24.11
70311,63.42,2.88,34.46
70312,57.63,1.21,96.73
70313,51.47,13.45,28.51
70314,54.46,5.19,39.4
70315,42.64,15.32,27.61
70316,50.98,38.38,30.89
70317,28.82,9.76,24.29
70318,45.46,19.64,31.72
70319,49.26,5.52,42.93
70320,51.12,20.16,30.89
70321,54.58,8.67,32.17
70322,49.13,1.57,23.84
70323,30.25,7.53,28.98
70324,41.59,15.43,105.97
70325,57.36,10.12,31.66
70326,47.9,31.14,30.16
70327,48.65,16.34,34.71
70328,42.05,1.97,43.21
70329,49.65,2.34,41.0
70330,45.03,11.57,30.76
70331,63.99,2.44,32.79
70332,54.78,14.64,106.88
70333,64.19,2.69,30.85
70334,45.23,2.62,41.92
70335,44.16,3.3,24.49
70336,41.88,12.25,33.63
70337,34.77,8.94,21.49
70338,37.24,1.9,29.29
70339,56.04,1.2,100.88
70340,45.92,5.01,35.88
70341,65.46,3.4,24.43
70342,71.85,10.74,24.59
70343,34.95,10.15,13.68
70344,39.39,13.32,38.85
70345,68.46,2.84,20.77
70346,47.56,20.89,37.08
70347,46.95,7.05,38.55
70348,35.97,2.33,36.42
70349,40.38,5.45,28.56
70350,52.3,1.52,40.38
70351,63.28,20.03,25.3
70352,40.89,14.67,22.52
70353,41.59,8.65,36.4
70354,48.91,18.86,26.94
70355,38.25,18.94,40.78
70356,45.57,14.8,120.92
70357,70.91,14.81,114.84
70358,76.11,11.37,27.88
70359,73.96,2.47,37.81
70360,54.85,10.47,34.01
70361,64.42,24.85,44.49
70362,58.46,10.67,27.08
70363,49.55,31.03,26.07
70364,40.39,1.21,24.15
70365,37.18,3.43,20.63
70366,36.64,7.11,34.33
70367,55.53,2.29,24.32
70368,50.95,17.08,41.77
70369,42.48,6.72,16.2
70370,54.97,8.05,27.95
70371,44.21,3.61,29.86
70372,73.02,55.58,30.63
70373,38.76,6.03,26.05
70374,64.29,51.22,91.14
70375,43.33,12.78,83.76
70376,41.48,3.81,43.38
70377,48.21,1.65,22.09
70378,53.54,15.56,41.82
70379,48.2,19.57,35.32
70380,45.5,25.25,37.37
70381,50.01,9.82,18.69
70382,45.63,50.59,29.88
70383,60.62,11.56,42.3
70384,41.3,15.49,22.75
70385,50.39,17.93,13.64
70386,55.43,10.21,25.1
70387,57.73,3.46,78.88
70388,49.45,12.9,27.52
70389,39.6,3.94,47.15
70390,55.24,18.82,16.43
70391,40.84,5.69,24.68
70392,50.99,16.59,104.47
70393,54.97,3.71,32.55
70394,47.82,2.04,32.76
70395,38.09,7.64,35.6
70396,47.75,27.56,27.67
70397,51.8,18.4,34.47
70398,40.75,7.09,36.01
70399,41.34,15.92,21.27
70400,60.2,3.96,24.01
70401,49.21,1.57,35.48
70402,59.46,1.61,46.35
70403,47.18,4.96,82.33
70404,46.09,3.86,31.65
70405,50.62,14.37,25.19
70406,49.13,16.73,33.4
70407,61.23,18.11,26.32
70408,27.44,2.26,27.54
70409,65.29,4.77,31.4
70410,59.22,2.01,33.71
70411,61.93,1.34,34.97
70412,39.16,6.71,23.22
70413,59.38,42.85,32.55
70414,45.55,3.66,30.2
70415,56.41,3.47,39.37
70416,32.03,2.82,34.03
70417,54.07,4.24,27.89
70418,47.23,2.97,25.73
70419,52.9,4.15,38.44
70420,51.18,5.14,33.82
70421,54.1,13.52,38.48
70422,63.89,16.65,38.42
70423,60.39,8.17,23.54
70424,48.22,13.01,32.63
70425,58.69,15.18,31.16
70426,51.02,3.41,30.19
70427,41.16,1.41,13.79
70428,57.31,6.83,35.01
70429,45.84,18.65,20.61
70430,39.4,7.97,25.25
70431,53.73,8.64,22.9
70432,51.95,1.2,85.73
70433,33.4,3.73,101.6
70434,51.39,6.48,22.51
70435,41.7,3.12,21.69
70436,55.56,11.45,28.03
70437,50.26,2.89,48.72
70438,48.02,3.99,35.71
70439,49.3,7.8,24.37
70440,62.82,5.75,28.66
70441,41.52,16.2,35.84
70442,60.66,15.88,20.48
70443,43.16,8.71,38.13
70444,45.87,3.16,30.77
70445,49.32,9.8,30.37
70446,76.69,7.31,34.78
70447,42.03,24.32,35.42
70448,58.21,1.04,14.08
70449,51.06,5.8,16.17
70450,47.29,9.52,26.17
70451,49.01,9.5,21.19
70452,51.19,17.38,23.61
70453,61.25,6.9,39.69
70454,46.54,11.11,41.08
70455,38.24,10.47,25.28
70456,29.56,11.91,31.18
70457,36.98,5.18,34.33
70458,52.66,2.31,24.47
70459,56.2,18.05,45.27
70460,53.2,12.67,15.71
70461,33.13,2.2,95.08
70462,38.33,7.76,22.72
70463,63.49,2.05,26.34
70464,51.21,7.15,40.65
70465,45.13,5.05,34.8
70466,41.13,4.78,21.11
70467,52.57,15.88,28.03
70468,58.4,3.2,46.62
70469,44.93,11.66,31.98
70470,30.93,9.53,106.59
70471,47.71,13.88,53.5
70472,44.93,10.91,86.86
70473,47.78,9.27,36.41
70474,58.75,2.18,26.38
70475,65.19,8.32,26.72
70476,47.92,6.75,27.44
70477,45.06,7.37,25.36
70478,44.91,8.55,35.73
70479,48.36,14.45,28.08
70480,38.56,5.26,42.55
70481,49.57,4.38,34.65
70482,58.24,26.85,31.3
70483,60.35,1.9,36.22
70484,47.61,13.36,29.38
70485,46.93,12.95,23.45
70486,49.08,33.22,29.08
70487,47.84,13.96,20.62
70488,58.8,9.52,51.53
70489,40.75,4.87,36.01
70490,61.53,48.49,20.54
70491,60.86,21.54,25.19
70492,36.99,13.08,33.57
70493,54.84,2.9,32.53
70494,40.29,16.48,37.25
70495,61.38,21.97,24.09
70496,35.83,4.26,30.18
70497,44.68,4.12,15.8
70498,41.15,41.11,20.18
70499,43.91,8.75,32.32
70500,56.21,18.2,17.24
70501,54.9,3.81,26.69
70502,45.78,3.36,22.13
70503,47.96,11.43,28.7
70504,23.05,1.82,32.15
70505,40.51,8.57,97.32
70506,67.25,6.42,34.9
70507,49.37,7.1,88.77
70508,61.92,3.12,35.62
70509,46.7,3.15,26.07
70510,60.86,8.29,21.44
70511,47.15,57.48,27.62
70512,48.36,10.41,34.0
70513,46.68,4.65,23.65
70514,53.68,4.87,48.61
70515,48.78,14.45,35.1
70516,42.92,17.69,26.69
70517,44.93,1.03,32.32
70518,55.72,2.46,27.77
70519,52.82,5.99,36.9
70520,53.36,2.34,38.53
70521,34.71,52.21,46.39
70522,45.03,5.76,19.58
70523,56.78,1.58,28.7
70524,44.24,6.69,33.09
70525,58.02,9.67,30.06
70526,56.82,6.06,24.81
70527,54.82,27.47,25.25
70528,44.03,3.92,33.04
70529,44.42,2.22,96.39
70530,64.52,4.02,26.52
70531,48.35,2.28,20.65
70532,43.04,21.33,26.27
70533,58.71,30.09,117.43
70534,46.53,9.86,20.71
70535,41.63,15.98,114.71
70536,38.21,1.51,16.86
70537,37.89,7.77,53.04
70538,60.85,1.06,26.05
70539,50.2,5.77,24.42
70540,51.17,18.76,30.56
70541,46.3,5.66,106.04
70542,43.22,5.63,24.92
70543,44.02,6.59,19.53
70544,67.34,9.91,33.33
70545,65.38,40.01,41.2
70546,34.89,2.96,33.29
70547,65.93,8.1,31.23
70548,35.79,15.13,36.46
70549,62.21,12.88,32.1
70550,70.23,3.19,92.75
70551,71.56,13.26,119.97
70552,53.18,12.62,21.46
70553,58.64,12.21,22.91
70554,43.39,26.8,24.85
70555,45.07,23.06,42.99
70556,52.82,11.47,89.92
70557,56.62,4.11,36.84
70558,60.07,1.12,43.93
70559,58.58,9.57,33.45
70560,41.05,6.89,27.53
70561,61.51,14.25,32.77
70562,48.77,35.56,19.57
70563,42.08,29.59,29.68
70564,44.68,10.58,24.1
70565,73.37,2.93,35.54
70566,48.3,5.48,92.17
70567,58.4,7.51,39.18
70568,68.77,15.1,26.72
70569,54.36,21.22,25.24
70570,48.86,3.26,43.22
70571,59.56,9.84,33.77
70572,58.81,41.17,27.28
70573,54.46,42.1,20.54
70574,51.92,18.46,16.89
70575,31.11,18.63,29.36
70576,31.61,7.24,96.98
70577,36.43,1.56,30.08
70578,28.25,4.76,30.1
70579,63.12,29.82,20.4
70580,25.42,13.75,32.96
70581,59.72,17.61,31.6
70582,58.4,5.04,31.69
70583,55.93,2.8,32.63
70584,43.06,3.85,21.91
70585,54.23,13.67,36.17
70586,36.13,7.57,14.97
70587,43.88,16.51,20.15
70588,52.37,30.5,37.97
70589,47.1,11.78,34.9
70590,52.41,2.8,19.78
70591,30.4,20.75,13.77
70592,67.66,22.32,23.67
70593,56.88,12.7,25.91
70594,46.75,11.78,101.69
70595,51.78,16.15,27.22
70596,42.34,10.37,94.47
70597,58.96,1.08,28.92
70598,57.61,2.15,20.39
70599,50.91,8.92,24.15
70600,41.93,10.73,31.37
70601,43.58,1.01,48.84
70602,55.57,8.0,29.15
70603,57.3,4.49,38.65
70604,40.1,6.65,33.35
70605,53.83,33.41,27.3
70606,48.48,5.97,19.17
70607,45.18,4.8,36.14
70608,48.49,3.55,30.33
70609,61.82,2.51,17.37
70610,42.32,8.01,28.9
70611,57.17,3.64,21.02
70612,41.73,3.49,33.65
70613,51.14,28.44,40.21
70614,46.82,7.77,20.45
70615,55.02,4.6,37.52
70616,61.4,5.02,100.13
70617,50.86,2.9,32.0
70618,50.27,1.76,27.13
70619,46.94,4.74,18.6
70620,53.4,4.39,15.92
70621,54.73,36.24,30.09
70622,53.25,44.58,13.64
70623,56.76,7.28,25.97
70624,60.69,4.45,32.27
70625,38.87,9.19,26.9
70626,47.68,3.89,37.87
70627,51.39,4.33,41.72
70628,48.32,27.96,19.42
70629,57.93,8.87,40.04
70630,43.54,4.21,33.93
70631,60.08,16.39,32.89
70632,57.28,15.97,94.34
70633,57.49,1.86,35.21
70634,57.91,20.06,36.99
70635,36.13,4.63,35.97
70636,51.31,8.15,36.35
70637,59.37,1.69,43.76
70638,64.95,17.63,24.2
70639,49.85,20.76,27.48
70640,53.2,5.82,102.79
70641,73.74,21.95,92.67
70642,45.05,10.97,20.25
70643,42.3,14.83,15.04
70644,42.71,9.59,30.34
70645,73.79,3.97,120.25
70646,40.68,10.93,95.18
70647,56.6,3.43,21.71
70648,53.05,16.6,24.55
70649,32.8,10.54,24.0
70650,64.1,8.11,36.54
70651,40.77,14.75,29.32
70652,55.73,1.32,24.07
70653,47.68,6.36,98.42
70654,54.41,4.65,35.46
70655,33.58,2.27,31.9
70656,60.18,50.79,106.1
70657,50.0,3.94,19.04
70658,49.59,5.11,117.76
70659,50.94,1.32,102.61
70660,50.35,4.91,36.43
70661,68.5,13.63,44.82
70662,47.94,3.1,29.01
70663,49.61,1.48,41.88
70664,44.16,7.09,8.97
70665,40.03,13.6,32.16
70666,59.98,2.14,26.01
70667,44.9,23.27,22.03
70668,52.35,30.51,25.31
70669,56.34,2.37,29.79
70670,64.79,15.78,20.84
70671,51.38,13.47,30.98
70672,77.11,4.18,23.93
70673,48.33,2.99,110.57
70674,47.04,10.36,31.15
70675,50.12,4.89,43.56
70676,50.76,12.44,84.56
70677,45.03,1.43,34.76
70678,42.12,2.43,29.89
70679,55.66,45.81,24.38
70680,49.06,22.44,26.8
70681,54.84,17.78,27.96
70682,46.15,24.96,19.53
70683,58.92,7.98,47.38
70684,55.73,13.25,13.96
70685,61.26,13.39,24.42
70686,48.37,15.46,39.2
70687,44.7,6.11,42.78
70688,56.48,23.86,17.92
70689,52.51,1.83,9.3
70690,63.27,5.69,39.9
70691,41.88,7.36,28.66
70692,52.56,7.32,41.36
70693,38.18,4.6,95.74
70694,49.91,20.42,2.57
70695,43.43,6.99,32.95
70696,51.13,23.94,37.6
70697,53.46,26.45,30.31
70698,41.86,8.43,27.94
70699,61.86,1.91,103.37
70700,72.81,12.05,26.25
70701,30.96,8.28,43.42
70702,34.77,2.62,34.06
70703,37.76,12.4,18.64
70704,60.32,5.9,33.55
70705,44.03,18.05,26.32
70706,53.92,6.6,47.51
70707,52.15,5.25,30.67
70708,73.12,11.67,40.5
70709,50.49,4.97,43.73
70710,47.63,3.6,26.9
70711,58.48,7.9,46.86
70712,56.56,21.55,49.52
70713,52.04,4.58,34.64
70714,44.02,19.07,32.74
70715,37.35,2.53,102.21
70716,68.32,1.57,37.23
70717,52.38,12.87,21.24
70718,38.67,15.73,19.11
70719,53.96,10.0,33.85
70720,28.81,5.46,126.62
70721,55.38,8.92,29.57
70722,63.0,8.96,34.2
70723,32.52,25.96,21.45
70724,57.7,10.7,40.96
70725,38.77,5.63,40.35
70726,45.02,16.59,126.17
70727,43.86,14.47,36.34
70728,45.37,7.65,32.64
70729,42.86,6.46,31.48
70730,30.09,10.13,30.43
70731,46.7,9.48,16.88
70732,62.07,6.04,102.88
70733,54.31,11.01,31.03
70734,67.05,22.15,35.55
70735,49.05,2.37,37.43
70736,60.72,2.39,35.55
70737,24.4,12.48,40.39
70738,66.67,11.08,32.74
70739,61.28,2.3,34.38
70740,53.23,2.24,16.0
70741,56.73,9.53,31.71
70742,44.3,9.97,29.35
70743,39.96,1.95,30.2
70744,58.2,12.38,23.99
70745,49.67,4.06,28.94
70746,36.14,17.38,19.37
70747,48.26,1.76,26.6
70748,60.34,14.05,46.72
70749,74.74,21.72,25.41
70750,53.76,12.66,100.22
70751,62.75,2.77,43.19
70752,49.73,4.84,22.42
70753,64.21,13.12,107.18
70754,43.5,3.71,19.54
70755,28.23,32.44,30.88
70756,44.87,9.74,41.76
70757,73.13,28.45,24.72
70758,51.69,11.52,30.2
70759,52.49,8.23,20.03
70760,46.85,11.04,23.83
70761,50.07,3.29,40.24
70762,26.53,3.04,26.16
70763,50.93,7.69,121.12
70764,51.63,5.57,26.74
70765,54.08,3.32,96.93
70766,44.3,4.79,34.3
70767,52.15,2.83,30.74
70768,48.44,9.71,21.86
70769,31.97,2.87,32.65
70770,39.11,22.66,38.99
70771,51.27,13.51,16.92
70772,54.32,1.32,32.09
70773,57.25,6.33,23.57
70774,52.99,13.75,23.42
70775,48.12,19.48,30.29
70776,31.11,14.1,11.93
70777,48.69,5.33,36.99
70778,56.02,1.04,43.62
70779,34.85,6.77,18.24
70780,43.2,25.73,17.78
70781,40.04,6.31,95.57
70782,55.5,16.78,35.07
70783,42.34,1.3,24.84
70784,68.02,3.51,28.37
70785,58.92,14.91,25.92
70786,45.71,11.86,30.81
70787,32.37,3.49,37.64
70788,40.35,20.93,31.76
70789,54.98,3.35,31.72
70790,38.09,8.59,15.39
70791,48.55,28.9,39.14
70792,73.34,1.74,27.1
70793,46.04,35.34,33.66
70794,45.33,9.78,37.56
70795,61.39,10.32,23.96
70796,39.04,26.94,26.11
70797,60.47,3.37,24.5
70798,46.03,9.53,111.44
70799,66.22,1.43,22.17
70800,43.53,22.19,33.66
70801,58.45,11.13,33.68
70802,52.46,11.2,28.2
70803,48.68,2.53,25.63
70804,49.97,5.21,28.53
70805,48.96,2.93,25.76
70806,39.54,5.43,21.19
70807,37.38,1.45,49.94
70808,68.7,10.13,40.74
70809,65.33,6.6,99.81
70810,37.24,22.43,44.23
70811,48.9,5.09,28.96
70812,38.77,11.06,21.58
70813,74.63,6.91,25.0
70814,25.57,15.61,39.77
70815,56.63,8.82,26.86
70816,41.52,26.61,30.42
70817,46.8,27.09,32.08
70818,52.18,3.3,22.88
70819,50.57,12.41,27.56
70820,55.19,4.26,38.92
70821,25.1,2.86,23.35
70822,50.28,13.52,13.85
70823,61.88,3.24,28.0
70824,84.59,19.25,40.84
70825,54.86,7.0,27.28
70826,47.11,34.48,28.53
70827,77.8,5.36,27.49
70828,61.89,9.85,30.37
70829,41.46,35.42,31.9
70830,66.91,15.78,41.6
70831,58.63,3.59,17.55
70832,53.55,15.64,19.1
70833,48.8,4.78,31.16
70834,56.37,2.35,20.35
70835,59.14,5.68,18.15
70836,37.54,9.58,35.76
70837,48.76,16.07,29.27
70838,48.99,12.79,30.5
70839,61.3,2.34,18.74
70840,38.18,12.0,19.33
70841,46.73,1.15,36.21
70842,51.29,13.69,107.02
70843,61.82,7.68,33.06
70844,56.67,2.98,23.91
70845,51.97,41.93,30.95
70846,63.53,24.4,22.13
70847,29.9,1.57,31.56
70848,60.92,3.54,31.96
70849,25.2,28.32,20.58
70850,43.14,15.92,36.9
70851,55.69,6.3,25.49
70852,51.58,21.55,29.84
70853,60.0,6.12,30.75
70854,52.29,4.53,22.53
70855,54.93,6.22,48.83
70856,44.98,4.35,31.01
70857,68.06,7.22,37.61
70858,34.66,5.89,26.66
70859,46.71,10.59,19.03
70860,35.07,13.05,35.08
70861,38.93,2.04,9.29
70862,34.25,13.07,31.79
70863,43.0,12.49,42.01
70864,52.12,2.2,40.39
70865,30.81,1.6,31.45
70866,34.31,19.68,36.85
70867,54.38,9.83,107.98
70868,46.98,4.89,25.14
70869,56.57,31.46,35.51
70870,80.24,6.33,33.99
70871,25.56,6.77,25.69
70872,74.11,24.09,31.55
70873,53.96,1.61,32.42
70874,41.55,3.38,45.54
70875,59.38,6.76,32.94
70876,62.04,5.38,30.37
70877,44.39,1.08,28.55
70878,50.24,19.84,32.98
70879,65.42,1.34,112.44
70880,44.41,20.42,27.82
70881,61.79,57.77,35.52
70882,46.33,22.04,33.85
70883,48.93,2.32,29.9
70884,39.8,20.97,36.27
70885,56.67,14.24,121.22
70886,52.95,6.52,22.46
70887,42.74,3.84,55.08
70888,43.08,43.43,33.95
70889,57.01,8.3,103.72
70890,40.69,4.95,107.22
70891,42.72,9.76,25.06
70892,54.15,23.55,37.44
70893,57.43,14.61,95.92
70894,45.48,3.94,23.98
70895,60.6,1.96,40.57
70896,72.66,21.52,30.86
70897,46.07,1.81,39.72
70898,42.87,6.19,32.67
70899,42.29,1.5,93.1
70900,46.27,14.7,30.32
70901,46.76,5.09,32.77
70902,71.46,11.25,25.89
70903,43.62,6.35,37.43
70904,44.43,16.52,23.77
70905,43.88,2.97,30.87
70906,47.42,8.64,91.48
70907,51.79,10.45,33.35
70908,64.66,12.96,47.82
70909,55.23,10.22,31.04
70910,71.88,36.71,28.06
70911,54.62,3.77,32.9
70912,39.44,3.18,43.64
70913,57.07,6.34,42.73
70914,40.29,6.02,19.64
70915,40.54,17.64,19.68
70916,43.93,5.09,39.42
70917,65.86,3.77,39.01
70918,55.54,3.03,22.93
70919,69.53,4.05,24.24
70920,35.09,10.32,33.64
70921,50.33,9.46,108.72
70922,49.95,7.55,41.86
70923,39.46,5.04,118.61
70924,51.13,11.04,102.1
70925,51.49,1.91,42.12
70926,55.02,14.77,14.33
70927,44.48,6.02,18.86
70928,54.43,5.86,28.9
70929,47.51,11.16,42.95
70930,49.82,19.69,26.11
70931,59.87,1.04,41.77
70932,45.92,4.45,28.95
70933,57.67,7.32,16.54
70934,49.48,10.49,39.93
70935,35.53,22.06,33.67
70936,36.72,39.54,97.11
70937,56.3,22.6,26.41
70938,54.52,6.35,20.75
70939,45.73,2.39,37.92
70940,52.69,6.16,32.33
70941,52.86,14.59,53.99
70942,58.74,12.18,31.32
70943,37.43,9.28,11.87
70944,58.77,2.38,20.68
70945,46.32,2.55,40.8
70946,42.63,3.77,22.13
70947,49.06,1.65,53.34
70948,51.56,14.91,41.81
70949,33.06,2.47,38.2
70950,28.42,2.26,12.58
70951,55.51,18.77,27.27
70952,56.8,4.65,17.29
70953,55.73,1.19,76.59
70954,49.76,7.29,16.84
70955,62.16,10.02,40.15
70956,39.24,20.38,37.57
70957,46.69,2.04,20.03
70958,64.2,7.66,32.03
70959,55.19,2.2,31.95
70960,43.67,4.38,29.22
70961,60.85,17.63,36.67
70962,42.45,2.84,41.91
70963,56.61,1.79,34.04
70964,51.18,18.5,33.89
70965,43.23,1.7,29.4
70966,52.89,4.35,34.87
70967,30.55,10.56,22.67
70968,38.74,8.32,36.01
70969,68.99,6.99,43.98
70970,43.44,12.44,27.54
70971,42.45,4.59,33.25
70972,50.91,4.06,24.22
70973,45.65,5.23,40.02
70974,52.25,19.57,53.05
70975,47.31,64.33,26.4
70976,49.48,24.74,24.05
70977,52.01,2.22,104.23
70978,43.04,1.7,120.1
70979,66.16,3.56,27.56
70980,56.03,1.43,49.08
70981,50.6,2.38,26.33
70982,56.63,4.29,19.65
70983,32.77,15.19,26.6
70984,59.52,12.79,18.03
70985,52.65,1.74,102.74
70986,60.02,1.14,32.42
70987,35.13,6.3,49.27
70988,45.25,6.66,36.63
70989,31.02,25.34,87.63
70990,62.05,7.7,28.55
70991,51.55,9.11,23.06
70992,33.43,18.58,123.46
70993,54.6,6.78,102.82
70994,59.07,9.14,21.99
70995,71.18,12.99,17.29
70996,59.93,13.34,37.2
70997,59.31,2.76,100.47
70998,49.54,7.17,22.38
70999,45.55,21.55,31.79
71000,51.6,1.43,31.84
71001,46.85,5.88,20.32
71002,49.88,6.46,24.95
71003,49.59,11.36,16.52
71004,58.28,1.02,31.22
71005,75.14,4.22,34.74
71006,54.92,7.28,23.14
71007,49.52,6.73,11.85
71008,53.8,5.36,27.15
71009,51.34,6.57,26.59
71010,33.57,23.97,28.27
71011,39.72,5.4,29.41
71012,58.86,7.3,22.44
71013,51.09,11.61,49.22
71014,47.52,2.9,26.41
71015,31.63,1.88,20.13
71016,44.05,53.89,33.23
71017,58.7,15.61,31.11
71018,51.58,2.63,26.81
71019,42.09,3.2,31.02
71020,45.29,19.59,15.52
71021,37.48,22.08,34.0
71022,45.19,20.78,34.74
71023,31.96,25.0,25.24
71024,31.3,2.52,39.46
71025,43.74,31.81,26.87
